% Moku:Go Oscilloscope
% Channel A (Input 1, on), DC , 1 MOhm , 10 Vpp, 1 x probe attenuation
% Channel B (Input 2, on), DC , 1 MOhm , 10 Vpp, 1 x probe attenuation
% Time span 72.25 s, time offset 36.13 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2026-08-25 T 12:25:41 -0400
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-1.548217171200e+01, -1.508915e+01, 8.426967e-01
-1.541147686400e+01, -1.511358e+01, 8.426967e-01
-1.534078201600e+01, -1.512579e+01, 8.426967e-01
-1.527008716800e+01, -1.518686e+01, 8.426967e-01
-1.519939232000e+01, -1.519297e+01, 8.426967e-01
-1.512869747200e+01, -1.523571e+01, 8.426967e-01
-1.505800262400e+01, -1.525403e+01, 8.402541e-01
-1.498730777600e+01, -1.530899e+01, 8.414754e-01
-1.491661292800e+01, -1.533341e+01, 8.402541e-01
-1.484591808000e+01, -1.536395e+01, 8.402541e-01
-1.477522323200e+01, -1.538837e+01, 8.378115e-01
-1.470452838400e+01, -1.541891e+01, 8.378115e-01
-1.463383353600e+01, -1.546165e+01, 8.378115e-01
-1.456313868800e+01, -1.548608e+01, 8.365902e-01
-1.449244384000e+01, -1.549829e+01, 8.329263e-01
-1.442174899200e+01, -1.553493e+01, 8.329263e-01
-1.435105414400e+01, -1.555936e+01, 8.304837e-01
-1.428035929600e+01, -1.558989e+01, 8.304837e-01
-1.420966444800e+01, -1.562042e+01, 8.304837e-01
-1.413896960000e+01, -1.565706e+01, 8.280411e-01
-1.406827475200e+01, -1.568148e+01, 8.268198e-01
-1.399757990400e+01, -1.569980e+01, 8.280411e-01
-1.392688505600e+01, -1.575476e+01, 8.292624e-01
-1.385619020800e+01, -1.577308e+01, 8.304837e-01
-1.378549536000e+01, -1.580361e+01, 8.304837e-01
-1.371480051200e+01, -1.584636e+01, 8.304837e-01
-1.364410566400e+01, -1.586468e+01, 8.341476e-01
-1.357341081600e+01, -1.589521e+01, 8.365902e-01
-1.350271596800e+01, -1.591964e+01, 8.402541e-01
-1.343202112000e+01, -1.595017e+01, 8.414754e-01
-1.336132627200e+01, -1.598070e+01, 8.451393e-01
-1.329063142400e+01, -1.601734e+01, 8.500245e-01
-1.321993657600e+01, -1.604787e+01, 8.536884e-01
-1.314924172800e+01, -1.607230e+01, 8.573523e-01
-1.307854688000e+01, -1.609062e+01, 8.610162e-01
-1.300785203200e+01, -1.612115e+01, 8.659014e-01
-1.293715718400e+01, -1.617000e+01, 8.707866e-01
-1.286646233600e+01, -1.619443e+01, 8.744505e-01
-1.279576748800e+01, -1.621886e+01, 8.793357e-01
-1.272507264000e+01, -1.624328e+01, 8.829996e-01
-1.265437779200e+01, -1.629213e+01, 8.866635e-01
-1.258368294400e+01, -1.630435e+01, 8.903274e-01
-1.251298809600e+01, -1.632877e+01, 8.939912e-01
-1.244229324800e+01, -1.637152e+01, 8.952125e-01
-1.237159840000e+01, -1.639595e+01, 8.964338e-01
-1.230090355200e+01, -1.642648e+01, 9.000977e-01
-1.223020870400e+01, -1.644480e+01, 8.976551e-01
-1.215951385600e+01, -1.649365e+01, 8.976551e-01
-1.208881900800e+01, -1.651808e+01, 8.988764e-01
-1.201812416000e+01, -1.656082e+01, 8.964338e-01
-1.194742931200e+01, -1.659746e+01, 8.939912e-01
-1.187673446400e+01, -1.661578e+01, 8.939912e-01
-1.180603961600e+01, -1.662189e+01, 8.903274e-01
-1.173534476800e+01, -1.666463e+01, 8.866635e-01
-1.166464992000e+01, -1.669516e+01, 8.842209e-01
-1.159395507200e+01, -1.671959e+01, 8.793357e-01
-1.152326022400e+01, -1.678676e+01, 8.756718e-01
-1.145256537600e+01, -1.678676e+01, 8.720079e-01
-1.138187052800e+01, -1.681729e+01, 8.659014e-01
-1.131117568000e+01, -1.684172e+01, 8.622375e-01
-1.124048083200e+01, -1.688446e+01, 8.597949e-01
-1.116978598400e+01, -1.692721e+01, 8.549097e-01
-1.109909113600e+01, -1.692721e+01, 8.500245e-01
-1.102839628800e+01, -1.696996e+01, 8.451393e-01
-1.095770144000e+01, -1.699438e+01, 8.414754e-01
-1.088700659200e+01, -1.702491e+01, 8.390328e-01
-1.081631174400e+01, -1.704934e+01, 8.365902e-01
-1.074561689600e+01, -1.708598e+01, 8.341476e-01
-1.067492204800e+01, -1.712262e+01, 8.292624e-01
-1.060422720000e+01, -1.712872e+01, 8.255985e-01
-1.053353235200e+01, -1.717758e+01, 8.219346e-01
-1.046283750400e+01, -1.719590e+01, 8.170494e-01
-1.039214265600e+01, -1.723864e+01, 8.146068e-01
-1.032144780800e+01, -1.725085e+01, 8.109429e-01
-1.025075296000e+01, -1.729360e+01, 8.097216e-01
-1.018005811200e+01, -1.732413e+01, 8.072790e-01
-1.010936326400e+01, -1.735467e+01, 8.036151e-01
-1.003866841600e+01, -1.738520e+01, 8.036151e-01
-9.967973568000e+00, -1.740962e+01, 7.987299e-01
-9.897278720000e+00, -1.744626e+01, 7.987299e-01
-9.826583872000e+00, -1.747680e+01, 7.987299e-01
-9.755889024000e+00, -1.749511e+01, 7.987299e-01
-9.685194176000e+00, -1.751954e+01, 7.975086e-01
-9.614499328000e+00, -1.755618e+01, 7.962873e-01
-9.543804480000e+00, -1.758671e+01, 7.962873e-01
-9.473109632000e+00, -1.759893e+01, 7.987299e-01
-9.402414784000e+00, -1.764167e+01, 7.987299e-01
-9.331719936000e+00, -1.765999e+01, 7.999512e-01
-9.261025088000e+00, -1.770884e+01, 8.011725e-01
-9.190330240000e+00, -1.774548e+01, 8.023938e-01
-9.119635392000e+00, -1.776380e+01, 8.048364e-01
-9.048940544000e+00, -1.780044e+01, 8.060577e-01
-8.978245696000e+00, -1.781876e+01, 8.109429e-01
-8.907550848000e+00, -1.786150e+01, 8.121642e-01
-8.836856000000e+00, -1.788593e+01, 8.170494e-01
-8.766161152000e+00, -1.790425e+01, 8.207133e-01
-8.695466304000e+00, -1.793478e+01, 8.243772e-01
-8.624771456000e+00, -1.798363e+01, 8.292624e-01
-8.554076608000e+00, -1.800195e+01, 8.329263e-01
-8.483381760000e+00, -1.803859e+01, 8.414754e-01
-8.412686912000e+00, -1.807523e+01, 8.475819e-01
-8.341992064000e+00, -1.811187e+01, 8.536884e-01
-8.271297216000e+00, -1.811187e+01, 8.573523e-01
-8.200602368000e+00, -1.816072e+01, 8.634588e-01
-8.129907520000e+00, -1.817904e+01, 8.659014e-01
-8.059212672000e+00, -1.821568e+01, 8.695653e-01
-7.988517824000e+00, -1.824011e+01, 8.732292e-01
-7.917822976000e+00, -1.827675e+01, 8.744505e-01
-7.847128128000e+00, -1.830728e+01, 8.768931e-01
-7.776433280000e+00, -1.835002e+01, 8.781144e-01
-7.705738432000e+00, -1.837445e+01, 8.793357e-01
-7.635043584000e+00, -1.839277e+01, 8.793357e-01
-7.564348736000e+00, -1.842330e+01, 8.781144e-01
-7.493653888000e+00, -1.845994e+01, 8.768931e-01
-7.422959040000e+00, -1.847826e+01, 8.720079e-01
-7.352264192000e+00, -1.850879e+01, 8.683440e-01
-7.281569344000e+00, -1.855765e+01, 8.610162e-01
-7.210874496000e+00, -1.856986e+01, 8.512458e-01
-7.140179648000e+00, -1.860039e+01, 8.402541e-01
-7.069484800000e+00, -1.863703e+01, 8.280411e-01
-6.998789952000e+00, -1.866146e+01, 8.146068e-01
-6.928095104000e+00, -1.869199e+01, 8.023938e-01
-6.857400256000e+00, -1.872252e+01, 7.901808e-01
-6.786705408000e+00, -1.875305e+01, 7.791891e-01
-6.716010560000e+00, -1.876527e+01, 7.718613e-01
-6.645315712000e+00, -1.880801e+01, 7.645335e-01
-6.574620864000e+00, -1.884465e+01, 7.620909e-01
-6.503926016000e+00, -1.886908e+01, 7.572057e-01
-6.433231168000e+00, -1.890572e+01, 7.535418e-01
-6.362536320000e+00, -1.893014e+01, 7.523205e-01
-6.291841472000e+00, -1.894846e+01, 7.498779e-01
-6.221146624000e+00, -1.899121e+01, 7.498779e-01
-6.150451776000e+00, -1.901563e+01, 7.498779e-01
-6.079756928000e+00, -1.905838e+01, 7.523205e-01
-6.009062080000e+00, -1.908280e+01, 7.559844e-01
-5.938367232000e+00, -1.910723e+01, 7.596483e-01
-5.867672384000e+00, -1.914387e+01, 7.608696e-01
-5.796977536000e+00, -1.916829e+01, 7.657548e-01
-5.726282688000e+00, -1.920493e+01, 7.694187e-01
-5.655587840000e+00, -1.922325e+01, 7.743039e-01
-5.584892992000e+00, -1.925379e+01, 7.779678e-01
-5.514198144000e+00, -1.928432e+01, 7.816317e-01
-5.443503296000e+00, -1.932096e+01, 7.877382e-01
-5.372808448000e+00, -1.933928e+01, 7.901808e-01
-5.302113600000e+00, -1.937592e+01, 7.926234e-01
-5.231418752000e+00, -1.940034e+01, 7.950660e-01
-5.160723904000e+00, -1.044822e+01, 4.384465e-01
-5.090029056000e+00, -1.514411e+00, 4.885198e-02
-5.019334208000e+00, -1.496092e+00, 2.686859e-02
-4.948639360000e+00, -1.514411e+00, 2.686859e-02
-4.877944512000e+00, -1.526624e+00, 2.564729e-02
-4.807249664000e+00, -1.520518e+00, 2.442599e-02
-4.736554816000e+00, -1.508305e+00, 2.320469e-02
-4.665859968000e+00, -1.520518e+00, 2.198339e-02
-4.595165120000e+00, -1.526624e+00, 1.954079e-02
-4.524470272000e+00, -1.508305e+00, 1.954079e-02
-4.453775424000e+00, -1.502198e+00, 2.076209e-02
-4.383080576000e+00, -1.508305e+00, 1.954079e-02
-4.312385728000e+00, -1.508305e+00, 1.954079e-02
-4.241690880000e+00, -1.496092e+00, 1.954079e-02
-4.170996032000e+00, -1.520518e+00, 1.954079e-02
-4.100301184000e+00, -1.496092e+00, 1.831949e-02
-4.029606336000e+00, -1.514411e+00, 1.954079e-02
-3.958911488000e+00, -1.508305e+00, 1.831949e-02
-3.888216640000e+00, -1.514411e+00, 1.954079e-02
-3.817521792000e+00, -1.508305e+00, 1.954079e-02
-3.746826944000e+00, -1.508305e+00, 1.709819e-02
-3.676132096000e+00, -1.520518e+00, 1.831949e-02
-3.605437248000e+00, -1.508305e+00, 1.831949e-02
-3.534742400000e+00, -1.520518e+00, 1.709819e-02
-3.464047552000e+00, -1.508305e+00, 1.709819e-02
-3.393352704000e+00, -1.508305e+00, 1.831949e-02
-3.322657856000e+00, -1.520518e+00, 1.587689e-02
-3.251963008000e+00, -1.526624e+00, 1.587689e-02
-3.181268160000e+00, -1.508305e+00, 1.587689e-02
-3.110573312000e+00, -1.520518e+00, 1.587689e-02
-3.039878464000e+00, -1.526624e+00, 1.587689e-02
-2.969183616000e+00, -1.502198e+00, 1.709819e-02
-2.898488768000e+00, -1.520518e+00, 1.465559e-02
-2.827793920000e+00, -1.514411e+00, 1.587689e-02
-2.757099072000e+00, -1.508305e+00, 1.465559e-02
-2.686404224000e+00, -1.508305e+00, 1.465559e-02
-2.615709376000e+00, -1.514411e+00, 1.465559e-02
-2.545014528000e+00, -1.514411e+00, 1.465559e-02
-2.474319680000e+00, -1.514411e+00, 1.465559e-02
-2.403624832000e+00, -1.496092e+00, 1.465559e-02
-2.332929984000e+00, -1.514411e+00, 1.465559e-02
-2.262235136000e+00, -1.502198e+00, 1.465559e-02
-2.191540288000e+00, -1.514411e+00, 1.465559e-02
-2.120845440000e+00, -1.514411e+00, 1.465559e-02
-2.050150592000e+00, -1.508305e+00, 1.465559e-02
-1.979455744000e+00, -1.520518e+00, 1.587689e-02
-1.908760896000e+00, -1.514411e+00, 1.465559e-02
-1.838066048000e+00, -1.496092e+00, 1.465559e-02
-1.767371200000e+00, -1.514411e+00, 1.343429e-02
-1.696676352000e+00, -1.508305e+00, 1.343429e-02
-1.625981504000e+00, -1.514411e+00, 1.343429e-02
-1.555286656000e+00, -1.496092e+00, 1.465559e-02
-1.484591808000e+00, -1.520518e+00, 1.465559e-02
-1.413896960000e+00, -1.508305e+00, 1.343429e-02
-1.343202112000e+00, -1.471666e+00, 1.343429e-02
-1.272507264000e+00, -1.514411e+00, 1.343429e-02
-1.201812416000e+00, -1.502198e+00, 1.343429e-02
-1.131117568000e+00, -1.514411e+00, 1.465559e-02
-1.060422720000e+00, -1.514411e+00, 1.343429e-02
-9.897278720000e-01, -1.520518e+00, 1.465559e-02
-9.190330240000e-01, -1.526624e+00, 1.343429e-02
-8.483381760000e-01, -1.514411e+00, 1.343429e-02
-7.776433280000e-01, -1.526624e+00, 1.221300e-02
-7.069484800000e-01, -1.489985e+00, 1.221300e-02
-6.362536320000e-01, -1.508305e+00, 1.343429e-02
-5.655587840000e-01, -1.502198e+00, 1.221300e-02
-4.948639360000e-01, -1.526624e+00, 1.343429e-02
-4.241690880000e-01, -1.514411e+00, 1.221300e-02
-3.534742400000e-01, -1.508305e+00, 1.343429e-02
-2.827793920000e-01, -1.508305e+00, 1.099170e-02
-2.120845440000e-01, -1.520518e+00, 1.221300e-02
-1.413896960000e-01, -1.520518e+00, 1.221300e-02
-7.069484800000e-02, -1.514411e+00, 1.099170e-02
0.000000000000e+00, nan, nan
7.069484800000e-02, nan, nan
1.413896960000e-01, nan, nan
2.120845440000e-01, nan, nan
2.827793920000e-01, nan, nan
3.534742400000e-01, nan, nan
4.241690880000e-01, nan, nan
4.948639360000e-01, nan, nan
5.655587840000e-01, nan, nan
6.362536320000e-01, nan, nan
7.069484800000e-01, nan, nan
7.776433280000e-01, nan, nan
8.483381760000e-01, nan, nan
9.190330240000e-01, nan, nan
9.897278720000e-01, nan, nan
1.060422720000e+00, nan, nan
1.131117568000e+00, nan, nan
1.201812416000e+00, nan, nan
1.272507264000e+00, nan, nan
1.343202112000e+00, nan, nan
1.413896960000e+00, nan, nan
1.484591808000e+00, nan, nan
1.555286656000e+00, nan, nan
1.625981504000e+00, nan, nan
1.696676352000e+00, nan, nan
1.767371200000e+00, nan, nan
1.838066048000e+00, nan, nan
1.908760896000e+00, nan, nan
1.979455744000e+00, nan, nan
2.050150592000e+00, nan, nan
2.120845440000e+00, nan, nan
2.191540288000e+00, nan, nan
2.262235136000e+00, nan, nan
2.332929984000e+00, nan, nan
2.403624832000e+00, nan, nan
2.474319680000e+00, nan, nan
2.545014528000e+00, nan, nan
2.615709376000e+00, nan, nan
2.686404224000e+00, nan, nan
2.757099072000e+00, nan, nan
2.827793920000e+00, nan, nan
2.898488768000e+00, nan, nan
2.969183616000e+00, nan, nan
3.039878464000e+00, nan, nan
3.110573312000e+00, nan, nan
3.181268160000e+00, nan, nan
3.251963008000e+00, nan, nan
3.322657856000e+00, nan, nan
3.393352704000e+00, nan, nan
3.464047552000e+00, nan, nan
3.534742400000e+00, nan, nan
3.605437248000e+00, nan, nan
3.676132096000e+00, nan, nan
3.746826944000e+00, nan, nan
3.817521792000e+00, nan, nan
3.888216640000e+00, nan, nan
3.958911488000e+00, nan, nan
4.029606336000e+00, nan, nan
4.100301184000e+00, nan, nan
4.170996032000e+00, nan, nan
4.241690880000e+00, nan, nan
4.312385728000e+00, nan, nan
4.383080576000e+00, nan, nan
4.453775424000e+00, nan, nan
4.524470272000e+00, nan, nan
4.595165120000e+00, nan, nan
4.665859968000e+00, nan, nan
4.736554816000e+00, nan, nan
4.807249664000e+00, nan, nan
4.877944512000e+00, nan, nan
4.948639360000e+00, nan, nan
5.019334208000e+00, nan, nan
5.090029056000e+00, nan, nan
5.160723904000e+00, nan, nan
5.231418752000e+00, nan, nan
5.302113600000e+00, nan, nan
5.372808448000e+00, nan, nan
5.443503296000e+00, nan, nan
5.514198144000e+00, nan, nan
5.584892992000e+00, nan, nan
5.655587840000e+00, nan, nan
5.726282688000e+00, nan, nan
5.796977536000e+00, nan, nan
5.867672384000e+00, nan, nan
5.938367232000e+00, nan, nan
6.009062080000e+00, nan, nan
6.079756928000e+00, nan, nan
6.150451776000e+00, nan, nan
6.221146624000e+00, nan, nan
6.291841472000e+00, nan, nan
6.362536320000e+00, nan, nan
6.433231168000e+00, nan, nan
6.503926016000e+00, nan, nan
6.574620864000e+00, nan, nan
6.645315712000e+00, nan, nan
6.716010560000e+00, nan, nan
6.786705408000e+00, nan, nan
6.857400256000e+00, nan, nan
6.928095104000e+00, nan, nan
6.998789952000e+00, nan, nan
7.069484800000e+00, nan, nan
7.140179648000e+00, nan, nan
7.210874496000e+00, nan, nan
7.281569344000e+00, nan, nan
7.352264192000e+00, nan, nan
7.422959040000e+00, nan, nan
7.493653888000e+00, nan, nan
7.564348736000e+00, nan, nan
7.635043584000e+00, nan, nan
7.705738432000e+00, nan, nan
7.776433280000e+00, nan, nan
7.847128128000e+00, nan, nan
7.917822976000e+00, nan, nan
7.988517824000e+00, nan, nan
8.059212672000e+00, nan, nan
8.129907520000e+00, nan, nan
8.200602368000e+00, nan, nan
8.271297216000e+00, nan, nan
8.341992064000e+00, nan, nan
8.412686912000e+00, nan, nan
8.483381760000e+00, nan, nan
8.554076608000e+00, nan, nan
8.624771456000e+00, nan, nan
8.695466304000e+00, nan, nan
8.766161152000e+00, nan, nan
8.836856000000e+00, nan, nan
8.907550848000e+00, nan, nan
8.978245696000e+00, nan, nan
9.048940544000e+00, nan, nan
9.119635392000e+00, nan, nan
9.190330240000e+00, nan, nan
9.261025088000e+00, nan, nan
9.331719936000e+00, nan, nan
9.402414784000e+00, nan, nan
9.473109632000e+00, nan, nan
9.543804480000e+00, nan, nan
9.614499328000e+00, nan, nan
9.685194176000e+00, nan, nan
9.755889024000e+00, nan, nan
9.826583872000e+00, nan, nan
9.897278720000e+00, nan, nan
9.967973568000e+00, nan, nan
1.003866841600e+01, nan, nan
1.010936326400e+01, nan, nan
1.018005811200e+01, nan, nan
1.025075296000e+01, nan, nan
1.032144780800e+01, nan, nan
1.039214265600e+01, nan, nan
1.046283750400e+01, nan, nan
1.053353235200e+01, nan, nan
1.060422720000e+01, nan, nan
1.067492204800e+01, nan, nan
1.074561689600e+01, nan, nan
1.081631174400e+01, nan, nan
1.088700659200e+01, nan, nan
1.095770144000e+01, nan, nan
1.102839628800e+01, nan, nan
1.109909113600e+01, nan, nan
1.116978598400e+01, nan, nan
1.124048083200e+01, nan, nan
1.131117568000e+01, nan, nan
1.138187052800e+01, nan, nan
1.145256537600e+01, nan, nan
1.152326022400e+01, nan, nan
1.159395507200e+01, nan, nan
1.166464992000e+01, nan, nan
1.173534476800e+01, nan, nan
1.180603961600e+01, nan, nan
1.187673446400e+01, nan, nan
1.194742931200e+01, nan, nan
1.201812416000e+01, nan, nan
1.208881900800e+01, nan, nan
1.215951385600e+01, nan, nan
1.223020870400e+01, nan, nan
1.230090355200e+01, nan, nan
1.237159840000e+01, nan, nan
1.244229324800e+01, nan, nan
1.251298809600e+01, nan, nan
1.258368294400e+01, nan, nan
1.265437779200e+01, nan, nan
1.272507264000e+01, nan, nan
1.279576748800e+01, nan, nan
1.286646233600e+01, nan, nan
1.293715718400e+01, nan, nan
1.300785203200e+01, nan, nan
1.307854688000e+01, nan, nan
1.314924172800e+01, nan, nan
1.321993657600e+01, nan, nan
1.329063142400e+01, nan, nan
1.336132627200e+01, nan, nan
1.343202112000e+01, nan, nan
1.350271596800e+01, nan, nan
1.357341081600e+01, nan, nan
1.364410566400e+01, nan, nan
1.371480051200e+01, nan, nan
1.378549536000e+01, nan, nan
1.385619020800e+01, nan, nan
1.392688505600e+01, nan, nan
1.399757990400e+01, nan, nan
1.406827475200e+01, nan, nan
1.413896960000e+01, nan, nan
1.420966444800e+01, nan, nan
1.428035929600e+01, nan, nan
1.435105414400e+01, nan, nan
1.442174899200e+01, nan, nan
1.449244384000e+01, nan, nan
1.456313868800e+01, nan, nan
1.463383353600e+01, nan, nan
1.470452838400e+01, nan, nan
1.477522323200e+01, nan, nan
1.484591808000e+01, nan, nan
1.491661292800e+01, nan, nan
1.498730777600e+01, nan, nan
1.505800262400e+01, nan, nan
1.512869747200e+01, nan, nan
1.519939232000e+01, nan, nan
1.527008716800e+01, nan, nan
1.534078201600e+01, nan, nan
1.541147686400e+01, nan, nan
1.548217171200e+01, nan, nan
1.555286656000e+01, nan, nan
1.562356140800e+01, nan, nan
1.569425625600e+01, nan, nan
1.576495110400e+01, nan, nan
1.583564595200e+01, nan, nan
1.590634080000e+01, nan, nan
1.597703564800e+01, nan, nan
1.604773049600e+01, nan, nan
1.611842534400e+01, nan, nan
1.618912019200e+01, nan, nan
1.625981504000e+01, nan, nan
1.633050988800e+01, nan, nan
1.640120473600e+01, nan, nan
1.647189958400e+01, nan, nan
1.654259443200e+01, nan, nan
1.661328928000e+01, nan, nan
1.668398412800e+01, nan, nan
1.675467897600e+01, nan, nan
1.682537382400e+01, nan, nan
1.689606867200e+01, nan, nan
1.696676352000e+01, nan, nan
1.703745836800e+01, nan, nan
1.710815321600e+01, nan, nan
1.717884806400e+01, nan, nan
1.724954291200e+01, nan, nan
1.732023776000e+01, nan, nan
1.739093260800e+01, nan, nan
1.746162745600e+01, nan, nan
1.753232230400e+01, nan, nan
1.760301715200e+01, nan, nan
1.767371200000e+01, nan, nan
1.774440684800e+01, nan, nan
1.781510169600e+01, nan, nan
1.788579654400e+01, nan, nan
1.795649139200e+01, nan, nan
1.802718624000e+01, nan, nan
1.809788108800e+01, nan, nan
1.816857593600e+01, nan, nan
1.823927078400e+01, nan, nan
1.830996563200e+01, nan, nan
1.838066048000e+01, nan, nan
1.845135532800e+01, nan, nan
1.852205017600e+01, nan, nan
1.859274502400e+01, nan, nan
1.866343987200e+01, nan, nan
1.873413472000e+01, nan, nan
1.880482956800e+01, nan, nan
1.887552441600e+01, nan, nan
1.894621926400e+01, nan, nan
1.901691411200e+01, nan, nan
1.908760896000e+01, nan, nan
1.915830380800e+01, nan, nan
1.922899865600e+01, nan, nan
1.929969350400e+01, nan, nan
1.937038835200e+01, nan, nan
1.944108320000e+01, nan, nan
1.951177804800e+01, nan, nan
1.958247289600e+01, nan, nan
1.965316774400e+01, nan, nan
1.972386259200e+01, nan, nan
1.979455744000e+01, nan, nan
1.986525228800e+01, nan, nan
1.993594713600e+01, nan, nan
2.000664198400e+01, nan, nan
2.007733683200e+01, nan, nan
2.014803168000e+01, nan, nan
2.021872652800e+01, nan, nan
2.028942137600e+01, nan, nan
2.036011622400e+01, nan, nan
2.043081107200e+01, nan, nan
2.050150592000e+01, nan, nan
2.057220076800e+01, nan, nan
2.064289561600e+01, nan, nan
2.071359046400e+01, nan, nan
2.078428531200e+01, nan, nan
2.085498016000e+01, nan, nan
2.092567500800e+01, nan, nan
2.099636985600e+01, nan, nan
2.106706470400e+01, nan, nan
2.113775955200e+01, nan, nan
2.120845440000e+01, nan, nan
2.127914924800e+01, nan, nan
2.134984409600e+01, nan, nan
2.142053894400e+01, nan, nan
